from,to,lines,size
ACPI,ACPI,21281,658783
ACPI,POWER MANAGEMENT,3790,109563
ACPI,THE REST,21281,658783
ACPI,TOOLSTACK,3611,123892
ACPI,X86 ARCHITECTURE,4352,123057
AMD IOMMU,AMD IOMMU,6276,194765
AMD IOMMU,THE REST,6276,194765
AMD SVM,AMD SVM,6469,192260
AMD SVM,THE REST,6469,192260
AMD SVM,X86 ARCHITECTURE,6469,192260
ARGO,ARGO,2675,79755
ARGO,THE REST,2675,79755
ARINC653 SCHEDULER,ARINC653 SCHEDULER,836,26077
ARINC653 SCHEDULER,SCHEDULING,749,23235
ARINC653 SCHEDULER,THE REST,836,26077
ARINC653 SCHEDULER,TOOLSTACK,87,2842
ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE,ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE,66234,1913932
ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE,LIVEPATCH,1043,28960
ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE,THE REST,66234,1913932
ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE,"VM EVENT, MEM ACCESS and MONITOR",788,21928
BLKTAP2,BLKTAP2,40251,1022635
BLKTAP2,THE REST,40251,1022635
BLKTAP2,TOOLSTACK,40251,1022635
CPU POOLS,CPU POOLS,814,20837
CPU POOLS,THE REST,814,20837
Continuous Integration (CI),Continuous Integration (CI),1632,37825
Continuous Integration (CI),THE REST,1632,37825
DEVICE TREE,DEVICE TREE,6706,204014
DEVICE TREE,THE REST,6706,204014
EFI,EFI,6858,202230
EFI,THE REST,6858,202230
EFI,X86 ARCHITECTURE,1509,47187
GDBSX DEBUGGER,GDBSX DEBUGGER,2885,77318
GDBSX DEBUGGER,THE REST,2885,77318
GDBSX DEBUGGER,TOOLSTACK,2639,69900
GDBSX DEBUGGER,X86 ARCHITECTURE,246,7418
INTEL(R) TRUSTED EXECUTION TECHNOLOGY (TXT),INTEL(R) TRUSTED EXECUTION TECHNOLOGY (TXT),718,23210
INTEL(R) TRUSTED EXECUTION TECHNOLOGY (TXT),THE REST,718,23210
INTEL(R) TRUSTED EXECUTION TECHNOLOGY (TXT),X86 ARCHITECTURE,718,23210
INTEL(R) VT FOR DIRECTED I/O (VT-D),INTEL(R) VT FOR DIRECTED I/O (VT-D),7406,225391
INTEL(R) VT FOR DIRECTED I/O (VT-D),THE REST,7406,225391
INTEL(R) VT FOR X86 (VT-X),INTEL(R) VT FOR X86 (VT-X),13972,437096
INTEL(R) VT FOR X86 (VT-X),THE REST,13972,437096
INTEL(R) VT FOR X86 (VT-X),X86 ARCHITECTURE,13972,437096
INTEL(R) VT FOR X86 (VT-X),X86 MEMORY MANAGEMENT,1395,41222
IOMMU VENDOR INDEPENDENT CODE,IOMMU VENDOR INDEPENDENT CODE,4308,125540
IOMMU VENDOR INDEPENDENT CODE,THE REST,4308,125540
KCONFIG,KCONFIG,24787,629928
KCONFIG,THE REST,24787,629928
KDD DEBUGGER,KDD DEBUGGER,2221,68282
KDD DEBUGGER,THE REST,2221,68282
KDD DEBUGGER,TOOLSTACK,2221,68282
KEXEC,KEXEC,410,10854
KEXEC,THE REST,410,10854
KEXEC,X86 ARCHITECTURE,410,10854
LIVEPATCH,LIVEPATCH,4746,130254
LIVEPATCH,THE REST,4746,130254
LIVEPATCH,TOOLSTACK,523,13266
LIVEPATCH,X86 ARCHITECTURE,313,8149
MINI-OS,MINI-OS,10,327
MINI-OS,THE REST,10,327
OCAML TOOLS,OCAML TOOLS,12527,395184
OCAML TOOLS,THE REST,12527,395184
OCAML TOOLS,TOOLSTACK,12527,395184
OVMF UPSTREAM,OVMF UPSTREAM,0,0
POWER MANAGEMENT,POWER MANAGEMENT,5569,160188
POWER MANAGEMENT,THE REST,5569,160188
POWER MANAGEMENT,X86 ARCHITECTURE,3482,99268
PUBLIC I/O INTERFACES AND PV DRIVERS DESIGNS,PUBLIC I/O INTERFACES AND PV DRIVERS DESIGNS,6655,272786
PUBLIC I/O INTERFACES AND PV DRIVERS DESIGNS,THE REST,6655,272786
PYTHON BINDINGS,PYTHON BINDINGS,7510,233303
PYTHON BINDINGS,THE REST,7510,233303
PYTHON BINDINGS,TOOLSTACK,7510,233303
QEMU UPSTREAM,QEMU UPSTREAM,0,0
QEMU-DM,QEMU-DM,0,0
REMUS,REMUS,1154,32887
REMUS,THE REST,1154,32887
REMUS,TOOLSTACK,1134,31763
RTDS SCHEDULER,RTDS SCHEDULER,1572,45256
RTDS SCHEDULER,SCHEDULING,1572,45256
RTDS SCHEDULER,THE REST,1572,45256
SCHEDULING,SCHEDULING,11661,364270
SCHEDULING,THE REST,11661,364270
SEABIOS UPSTREAM,SEABIOS UPSTREAM,0,0
STUB DOMAINS,STUB DOMAINS,34008,1017609
STUB DOMAINS,THE REST,34008,1017609
STUB DOMAINS,TOOLSTACK,5780,164519
STUB DOMAINS,VTPM,12655,383656
THE REST,THE REST,889595,26584586
THE REST,TOOLSTACK,357102,10510256
THE REST,TRANSCENDENT MEMORY (TMEM),4148,136281
THE REST,UNMODIFIED LINUX PV DRIVERS,1784,46328
THE REST,"VM EVENT, MEM ACCESS and MONITOR",5413,156723
THE REST,VTPM,12796,390284
