filename,lines,sections
.bk-to-hg,2,"""THE REST"""
.gitignore,394,"""THE REST"""
.hg-to-bk,2,"""THE REST"""
.hgignore,334,"""THE REST"""
.hgsigs,24,"""THE REST"""
.hgtags,71,"""THE REST"""
.rootkeys,1634,"""THE REST"""
COPYING,370,"""THE REST"""
Config.mk,200,"""THE REST"""
MAINTAINERS,258,"""THE REST"""
Makefile,282,"""THE REST"""
README,163,"""THE REST"""
buildconfigs/Rules.mk,42,"""THE REST"""
buildconfigs/enable-xen-config,127,"""THE REST"""
buildconfigs/interface.exclude,7,"""THE REST"""
buildconfigs/ketchup,742,"""THE REST"""
buildconfigs/mk.linux-2.6,10,"""THE REST"""
buildconfigs/mk.linux-2.6-common,154,"""THE REST"""
buildconfigs/mk.linux-2.6-git,2,"""THE REST"""
buildconfigs/mk.linux-2.6-mm,2,"""THE REST"""
buildconfigs/mk.linux-2.6-native,5,"""THE REST"""
buildconfigs/mk.linux-2.6-pvops,17,"""THE REST"""
buildconfigs/mk.linux-2.6-rc,2,"""THE REST"""
buildconfigs/mk.linux-2.6-tip,2,"""THE REST"""
buildconfigs/mk.linux-2.6-tip-latest,17,"""THE REST"""
buildconfigs/mk.linux-2.6-xen,6,"""THE REST"""
buildconfigs/mk.linux-2.6-xen0,2,"""THE REST"""
buildconfigs/mk.linux-2.6-xenU,2,"""THE REST"""
buildconfigs/select-linux-arch,30,"""THE REST"""
buildconfigs/select-linux-image,33,"""THE REST"""
buildconfigs/select-repository,69,"""THE REST"""
buildconfigs/src.git-clone,32,"""THE REST"""
buildconfigs/src.hg-clone,32,"""THE REST"""
buildconfigs/src.tarball,19,"""THE REST"""
config/FreeBSD.mk,1,"""THE REST"""
config/Linux.mk,8,"""THE REST"""
config/MiniOS.mk,9,"""THE REST"""
config/NetBSD.mk,18,"""THE REST"""
config/OpenBSD.mk,1,"""THE REST"""
config/StdGNU.mk,73,"""THE REST"""
config/SunOS.mk,66,"""THE REST"""
config/ia64.mk,6,"""THE REST"""
config/x86_32.mk,15,"""THE REST"""
config/x86_64.mk,23,"""THE REST"""
docs/ChangeLog,135,"""THE REST"""
