"c_representative","c_section","c_size"
"AMD IOMMU","AMD IOMMU",5837
"ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE","ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE",18169
"CPU POOLS","CPU POOLS",712
"DEVICE TREE","DEVICE TREE",3795
"INTEL(R) VT FOR DIRECTED I/O (VT-D)","INTEL(R) VT FOR DIRECTED I/O (VT-D)",6628
"IOMMU VENDOR INDEPENDENT CODE","IOMMU VENDOR INDEPENDENT CODE",2713
"LINUX (PV_OPS)","LINUX (PV_OPS)",0
"LINUX (XCP)","LINUX (XCP)",0
"QEMU UPSTREAM","QEMU UPSTREAM",0
"QEMU-DM","QEMU-DM",0
"SCHEDULING","SCHEDULING",7943
"SEABIOS UPSTREAM","SEABIOS UPSTREAM",0
"STUB DOMAINS","MINI-OS",22266
"STUB DOMAINS","STUB DOMAINS",26856
"STUB DOMAINS","VTPM",9935
"TOOLSTACK","GDBSX DEBUGGER",2855
"TOOLSTACK","KDD DEBUGGER",2212
"TOOLSTACK","OCAML TOOLS",9042
"TOOLSTACK","REMUS",6057
"TOOLSTACK","TOOLSTACK",379780
"TOOLSTACK","XENTRACE",3572
"TOOLSTACK","XSM/FLASK",15813
"TRANSCENDENT MEMORY (TMEM)","TRANSCENDENT MEMORY (TMEM)",4860
"UNMODIFIED LINUX PV DRIVERS","UNMODIFIED LINUX PV DRIVERS",1758
"USB PV DRIVERS","USB PV DRIVERS",0
"X86 ARCHITECTURE","ACPI & POWER MANAGEMENT",11473
"X86 ARCHITECTURE","AMD SVM",5760
"X86 ARCHITECTURE","EFI",5898
"X86 ARCHITECTURE","INTEL(R) TRUSTED EXECUTION TECHNOLOGY (TXT)",699
"X86 ARCHITECTURE","INTEL(R) VT FOR X86 (VT-X)",9652
"X86 ARCHITECTURE","MACHINE CHECK (MCA) & RAS",5431
"X86 ARCHITECTURE","X86 ARCHITECTURE",140710
"X86 ARCHITECTURE","X86 MEMORY MANAGEMENT",20394
