"c_representative","c_section","c_size"
"ANDROID AB","ANDROID AB",238
"ANDROID AVB","ANDROID AVB",9057
"ARC","ARC",7400
"ARC HSDK CREG GPIO","ARC HSDK CREG GPIO",212
"ARC HSDK RESET","ARC HSDK RESET",135
"ARM","APPLE M1 SOC SUPPORT",355
"ARM","ARM",901077
"ARM","ARM ALTERA SOCFPGA",11411
"ARM","ARM AMLOGIC SOC SUPPORT",46852
"ARM","ARM BROADCOM BCM283X / BCM27XX",7496
"ARM","ARM FREESCALE IMX",201724
"ARM","ARM HISILICON",1196
"ARM","ARM MARVELL KIRKWOOD ARMADA-XP ARMADA-38X ARMADA-37XX ARMADA-7K/8K",47534
"ARM","ARM MARVELL PXA",4125
"ARM","ARM MICROCHIP/ATMEL AT91",15951
"ARM","ARM PHYTIUM",233
"ARM","ARM RENESAS RMOBILE/R-CAR",10609
"ARM","ARM SAMSUNG",19287
"ARM","ARM SNAPDRAGON",4104
"ARM","ARM STM STM32MP",58195
"ARM","ARM STM STV0991",720
"ARM","ARM SUNXI",25037
"ARM","ARM TEGRA",27391
"ARM","ARM TI",71045
"ARM","ARM U8500",2919
"ARM","ARM UNIPHIER",21440
"ARM","ARM VERSATILE EXPRESS DRIVERS",2252
"ARM","ARM/CZ.NIC TURRIS MOX SUPPORT",2383
"ARM","COLDFIRE",20484
"ARM","OUT4-IMX6ULL-NANO BOARD",911
"ARM","POWER",23414
"ARM","SPMI",525
"ARM","TARGET_BCMNS3",3980
"ARM","TI SYSTEM SECURITY",2414
"ARM","UBI",16455
"ARM","XEN",7050
"BINMAN","BINMAN",21677
"BTRFS","BTRFS",9554
"BUILDMAN","BUILDMAN",13669
"CFI FLASH","CFI FLASH",3023
"EFI PAYLOAD","EFI APP",788
"EFI PAYLOAD","EFI PAYLOAD",56462
"EFI PAYLOAD","EFI VARIABLES VIA OP-TEE",1000
"ENVIRONMENT","ENVIRONMENT",7573
"FLATTENED DEVICE TREE","FLATTENED DEVICE TREE",7347
"FREEBSD","FREEBSD",0
"FREESCALE QORIQ","FREESCALE QORIQ",281
"KWBIMAGE / KWBOOT TOOLS","KWBIMAGE / KWBOOT TOOLS",4339
"LOGGING","LOGGING",3508
"MIPS","MIPS",163872
"MIPS","MIPS JZ4780",1939
"MIPS","MIPS MEDIATEK",6413
"MIPS","MIPS MSCC",13948
"MIPS","MIPS Octeon",130580
"NDS32","NDS32",4283
"NETWORK","ARM BROADCOM BCMSTB",1060
"NETWORK","ARM CORTINA ACCESS CAxxxx",5264
"NETWORK","ARM IPQ40XX",1941
"NETWORK","ARM VERSAL",3569
"NETWORK","ARM ZYNQ",131741
"NETWORK","ARM ZYNQMP",55042
"NETWORK","ARM ZYNQMP R5",67
"NETWORK","FPGA",9895
"NETWORK","I2C",23985
"NETWORK","MICROBLAZE",106175
"NETWORK","MIPS CORTINA ACCESS CAxxxx",3543
"NETWORK","NAND FLASH",44936
"NETWORK","NETWORK",144175
"NETWORK","NXP C45 TJA11XX PHY DRIVER",348
"NETWORK","SPI",32923
"NETWORK","SPI-NOR",8192
"NIOS","NIOS",3387
"NVMe","NVMe",1984
"ONENAND","ONENAND",3899
"PATMAN","PATMAN",8062
"PCI Endpoint","PCI Endpoint",1350
"PCI MPC85xx","PCI MPC85xx",162
"POWERPC","POWERPC",60175
"POWERPC","POWERPC MPC83XX",16973
"POWERPC","POWERPC MPC85XX",14765
"POWERPC","POWERPC MPC8XX",2152
"RISC-V","RISC-V",13580
"SANDBOX","SANDBOX",9633
"SETEXPR","SETEXPR",795
"SH","SH",6974
"SQUASHFS","SQUASHFS",3110
"STACKPROTECTOR","STACKPROTECTOR",60
"TEE","TEE",3979
"TEE-lib","TEE-lib",219
"TPM DRIVERS","TPM DRIVERS",6685
"TQ GROUP","TQ GROUP",0
"UFS","UFS",3410
"USB","ARM STI",1963
"USB","DFU",36685
"USB","DRIVER MODEL",34426
"USB","FASTBOOT",3986
"USB","RNG",1191
"USB","ROCKUSB",1063
"USB","USB",107576
"USB","USB xHCI",6945
"USB","VirtIO",5188
"VIDEO","ARC HSDK CGU CLOCK",857
"VIDEO","ARC SYNOPSYS DW MMC EXTENSIONS",232
"VIDEO","ARM ASPEED",5580
"VIDEO","ARM MEDIATEK",26996
"VIDEO","ARM NEXELL S5P4418",17230
"VIDEO","ARM OWL",847
"VIDEO","ARM ROCKCHIP",54687
"VIDEO","CLOCK",67130
"VIDEO","MALI DISPLAY PROCESSORS",686
"VIDEO","MMC",38845
"VIDEO","RISC-V KENDRYTE",2243
"VIDEO","TDA19988 HDMI ENCODER",655
"VIDEO","VIDEO",80080
"X86","X86",101791
"XTENSA","XTENSA",5476
