from,to,lines,size
3C59X NETWORK DRIVER,3C59X NETWORK DRIVER,3805,119813
3C59X NETWORK DRIVER,DOCUMENTATION,448,15133
3C59X NETWORK DRIVER,NETWORKING DRIVERS,3357,104680
3C59X NETWORK DRIVER,NETWORKING [GENERAL],448,15133
3C59X NETWORK DRIVER,THE REST,3805,119813
3CR990 NETWORK DRIVER,3CR990 NETWORK DRIVER,3186,94080
3CR990 NETWORK DRIVER,NETWORKING DRIVERS,3186,94080
3CR990 NETWORK DRIVER,THE REST,3186,94080
"3WARE SAS/SATA-RAID SCSI DRIVERS (3W-XXXX, 3W-9XXX, 3W-SAS)","3WARE SAS/SATA-RAID SCSI DRIVERS (3W-XXXX, 3W-9XXX, 3W-SAS)",8146,277710
"3WARE SAS/SATA-RAID SCSI DRIVERS (3W-XXXX, 3W-9XXX, 3W-SAS)",SCSI SUBSYSTEM,8146,277710
"3WARE SAS/SATA-RAID SCSI DRIVERS (3W-XXXX, 3W-9XXX, 3W-SAS)",THE REST,8146,277710
53C700 AND 53C700-66 SCSI DRIVER,53C700 AND 53C700-66 SCSI DRIVER,4385,125507
53C700 AND 53C700-66 SCSI DRIVER,LASI 53c700 driver for PARISC,4385,125507
53C700 AND 53C700-66 SCSI DRIVER,SCSI SUBSYSTEM,4385,125507
53C700 AND 53C700-66 SCSI DRIVER,THE REST,4385,125507
6LOWPAN GENERIC (BTLE/IEEE 802.15.4),6LOWPAN GENERIC (BTLE/IEEE 802.15.4),3515,99038
6LOWPAN GENERIC (BTLE/IEEE 802.15.4),DOCUMENTATION,50,1401
6LOWPAN GENERIC (BTLE/IEEE 802.15.4),NETWORKING [GENERAL],3515,99038
6LOWPAN GENERIC (BTLE/IEEE 802.15.4),THE REST,3515,99038
6PACK NETWORK DRIVER FOR AX.25,6PACK NETWORK DRIVER FOR AX.25,977,23880
6PACK NETWORK DRIVER FOR AX.25,NETWORKING DRIVERS,977,23880
6PACK NETWORK DRIVER FOR AX.25,THE REST,977,23880
802.11 (including CFG80211/NL80211),802.11 (including CFG80211/NL80211),60975,1836046
802.11 (including CFG80211/NL80211),DOCUMENTATION,558,15896
802.11 (including CFG80211/NL80211),NETWORKING [GENERAL],51024,1451718
802.11 (including CFG80211/NL80211),THE REST,60975,1836046
8169 10/100/1000 GIGABIT ETHERNET DRIVER,8169 10/100/1000 GIGABIT ETHERNET DRIVER,7429,186283
8169 10/100/1000 GIGABIT ETHERNET DRIVER,NETWORKING DRIVERS,7429,186283
8169 10/100/1000 GIGABIT ETHERNET DRIVER,THE REST,7429,186283
8250/16?50 (AND CLONE UARTS) SERIAL DRIVER,8250/16?50 (AND CLONE UARTS) SERIAL DRIVER,186,6375
8250/16?50 (AND CLONE UARTS) SERIAL DRIVER,THE REST,186,6375
"8390 NETWORK DRIVERS [WD80x3/SMC-ELITE, SMC-ULTRA, NE2000, 3C503, etc.]","8390 NETWORK DRIVERS [WD80x3/SMC-ELITE, SMC-ULTRA, NE2000, 3C503, etc.]",13327,395752
"8390 NETWORK DRIVERS [WD80x3/SMC-ELITE, SMC-ULTRA, NE2000, 3C503, etc.]",ARM/RISCPC ARCHITECTURE,859,20526
"8390 NETWORK DRIVERS [WD80x3/SMC-ELITE, SMC-ULTRA, NE2000, 3C503, etc.]",NETWORKING DRIVERS,13327,395752
"8390 NETWORK DRIVERS [WD80x3/SMC-ELITE, SMC-ULTRA, NE2000, 3C503, etc.]",THE REST,13327,395752
9P FILE SYSTEM,9P FILE SYSTEM,15002,376768
9P FILE SYSTEM,DOCUMENTATION,161,5877
9P FILE SYSTEM,NETWORKING [GENERAL],7764,192487
9P FILE SYSTEM,THE REST,15002,376768
9P FILE SYSTEM,TRACING,174,5218
9P FILE SYSTEM,"VIRTIO CORE, NET AND BLOCK DRIVERS",44,2041
A8293 MEDIA DRIVER,A8293 MEDIA DRIVER,175,4017
A8293 MEDIA DRIVER,MEDIA INPUT INFRASTRUCTURE (V4L/DVB),175,4017
A8293 MEDIA DRIVER,THE REST,175,4017
AACRAID SCSI RAID DRIVER,AACRAID SCSI RAID DRIVER,16952,471565
AACRAID SCSI RAID DRIVER,DOCUMENTATION,150,6849
AACRAID SCSI RAID DRIVER,SCSI SUBSYSTEM,16802,464716
AACRAID SCSI RAID DRIVER,THE REST,16952,471565
ABI/API,ABI/API,1757,60609
ABI/API,THE REST,1757,60609
"ABIT UGURU 1,2 HARDWARE MONITOR DRIVER","ABIT UGURU 1,2 HARDWARE MONITOR DRIVER",1650,53787
"ABIT UGURU 1,2 HARDWARE MONITOR DRIVER",HARDWARE MONITORING,1650,53787
"ABIT UGURU 1,2 HARDWARE MONITOR DRIVER",THE REST,1650,53787
ABIT UGURU 3 HARDWARE MONITOR DRIVER,ABIT UGURU 3 HARDWARE MONITOR DRIVER,1321,41776
ABIT UGURU 3 HARDWARE MONITOR DRIVER,HARDWARE MONITORING,1321,41776
ABIT UGURU 3 HARDWARE MONITOR DRIVER,THE REST,1321,41776
ACCES 104-DIO-48E GPIO DRIVER,ACCES 104-DIO-48E GPIO DRIVER,488,14605
ACCES 104-DIO-48E GPIO DRIVER,GPIO SUBSYSTEM,488,14605
ACCES 104-DIO-48E GPIO DRIVER,THE REST,488,14605
ACCES 104-IDI-48 GPIO DRIVER,ACCES 104-IDI-48 GPIO DRIVER,348,9573
ACCES 104-IDI-48 GPIO DRIVER,GPIO SUBSYSTEM,348,9573
ACCES 104-IDI-48 GPIO DRIVER,THE REST,348,9573
ACCES 104-IDIO-16 GPIO DRIVER,ACCES 104-IDIO-16 GPIO DRIVER,307,8428
ACCES 104-IDIO-16 GPIO DRIVER,GPIO SUBSYSTEM,307,8428
ACCES 104-IDIO-16 GPIO DRIVER,THE REST,307,8428
ACCES 104-QUAD-8 IIO DRIVER,ACCES 104-QUAD-8 IIO DRIVER,748,23281
ACCES 104-QUAD-8 IIO DRIVER,IIO SUBSYSTEM AND DRIVERS,748,23281
ACCES 104-QUAD-8 IIO DRIVER,THE REST,748,23281
ACCES PCI-IDIO-16 GPIO DRIVER,ACCES PCI-IDIO-16 GPIO DRIVER,399,10760
ACCES PCI-IDIO-16 GPIO DRIVER,GPIO SUBSYSTEM,399,10760
ACCES PCI-IDIO-16 GPIO DRIVER,THE REST,399,10760
ACCES PCIe-IDIO-24 GPIO DRIVER,ACCES PCIe-IDIO-24 GPIO DRIVER,564,16258
ACCES PCIe-IDIO-24 GPIO DRIVER,GPIO SUBSYSTEM,564,16258
ACCES PCIe-IDIO-24 GPIO DRIVER,THE REST,564,16258
ACENIC DRIVER,ACENIC DRIVER,3982,102982
ACENIC DRIVER,NETWORKING DRIVERS,3982,102982
ACENIC DRIVER,THE REST,3982,102982
ACER ASPIRE ONE TEMPERATURE AND FAN DRIVER,ACER ASPIRE ONE TEMPERATURE AND FAN DRIVER,843,25072
ACER ASPIRE ONE TEMPERATURE AND FAN DRIVER,THE REST,843,25072
ACER ASPIRE ONE TEMPERATURE AND FAN DRIVER,X86 PLATFORM DRIVERS,843,25072
ACER WMI LAPTOP EXTRAS,ACER WMI LAPTOP EXTRAS,2358,56245
ACER WMI LAPTOP EXTRAS,THE REST,2358,56245
ACER WMI LAPTOP EXTRAS,X86 PLATFORM DRIVERS,2358,56245
ACPI,ACPI,182867,5105203
ACPI,ACPI APEI,5003,127655
ACPI,ACPI COMPONENT ARCHITECTURE (ACPICA),111587,3168210
ACPI,ACPI FAN DRIVER,427,10888
ACPI,ACPI FOR ARM64 (ACPI/arm64),1972,50652
ACPI,ACPI PMIC DRIVERS,2211,48744
ACPI,ACPI THERMAL DRIVER,1558,39361
ACPI,ACPI VIDEO DRIVER,2264,59292
ACPI,GPIO ACPI SUPPORT,223,8202
ACPI,LIBNVDIMM: NON-VOLATILE MEMORY DEVICE SUBSYSTEM,4720,127017
ACPI,PCI SUBSYSTEM,6105,163321
ACPI,PNP SUPPORT,1318,35639
ACPI,PSTORE FILESYSTEM,1215,29061
ACPI,THE REST,182867,5105203
ACPI,X-POWERS AXP288 PMIC DRIVERS,307,6608
