from,to,lines,size
3C59X NETWORK DRIVER,3C59X NETWORK DRIVER,3805,119817
3C59X NETWORK DRIVER,DOCUMENTATION,448,15133
3C59X NETWORK DRIVER,NETWORKING DRIVERS,3357,104684
3C59X NETWORK DRIVER,NETWORKING [GENERAL],448,15133
3C59X NETWORK DRIVER,THE REST,3805,119817
3CR990 NETWORK DRIVER,3CR990 NETWORK DRIVER,3186,94080
3CR990 NETWORK DRIVER,NETWORKING DRIVERS,3186,94080
3CR990 NETWORK DRIVER,THE REST,3186,94080
"3WARE SAS/SATA-RAID SCSI DRIVERS (3W-XXXX, 3W-9XXX, 3W-SAS)","3WARE SAS/SATA-RAID SCSI DRIVERS (3W-XXXX, 3W-9XXX, 3W-SAS)",8146,277710
"3WARE SAS/SATA-RAID SCSI DRIVERS (3W-XXXX, 3W-9XXX, 3W-SAS)",SCSI SUBSYSTEM,8146,277710
"3WARE SAS/SATA-RAID SCSI DRIVERS (3W-XXXX, 3W-9XXX, 3W-SAS)",THE REST,8146,277710
53C700 AND 53C700-66 SCSI DRIVER,53C700 AND 53C700-66 SCSI DRIVER,4385,125507
53C700 AND 53C700-66 SCSI DRIVER,LASI 53c700 driver for PARISC,4385,125507
53C700 AND 53C700-66 SCSI DRIVER,SCSI SUBSYSTEM,4385,125507
53C700 AND 53C700-66 SCSI DRIVER,THE REST,4385,125507
6LOWPAN GENERIC (BTLE/IEEE 802.15.4),6LOWPAN GENERIC (BTLE/IEEE 802.15.4),3515,99079
6LOWPAN GENERIC (BTLE/IEEE 802.15.4),DOCUMENTATION,50,1401
6LOWPAN GENERIC (BTLE/IEEE 802.15.4),NETWORKING [GENERAL],3515,99079
6LOWPAN GENERIC (BTLE/IEEE 802.15.4),THE REST,3515,99079
6PACK NETWORK DRIVER FOR AX.25,6PACK NETWORK DRIVER FOR AX.25,977,23880
6PACK NETWORK DRIVER FOR AX.25,NETWORKING DRIVERS,977,23880
6PACK NETWORK DRIVER FOR AX.25,THE REST,977,23880
802.11 (including CFG80211/NL80211),802.11 (including CFG80211/NL80211),62745,1896776
802.11 (including CFG80211/NL80211),DOCUMENTATION,558,15896
802.11 (including CFG80211/NL80211),NETWORKING [GENERAL],52573,1503130
802.11 (including CFG80211/NL80211),THE REST,62745,1896776
8169 10/100/1000 GIGABIT ETHERNET DRIVER,8169 10/100/1000 GIGABIT ETHERNET DRIVER,7357,184430
8169 10/100/1000 GIGABIT ETHERNET DRIVER,NETWORKING DRIVERS,7357,184430
8169 10/100/1000 GIGABIT ETHERNET DRIVER,THE REST,7357,184430
8250/16?50 (AND CLONE UARTS) SERIAL DRIVER,8250/16?50 (AND CLONE UARTS) SERIAL DRIVER,186,6375
8250/16?50 (AND CLONE UARTS) SERIAL DRIVER,THE REST,186,6375
"8390 NETWORK DRIVERS [WD80x3/SMC-ELITE, SMC-ULTRA, NE2000, 3C503, etc.]","8390 NETWORK DRIVERS [WD80x3/SMC-ELITE, SMC-ULTRA, NE2000, 3C503, etc.]",13342,395873
"8390 NETWORK DRIVERS [WD80x3/SMC-ELITE, SMC-ULTRA, NE2000, 3C503, etc.]",ARM/RISCPC ARCHITECTURE,859,20526
"8390 NETWORK DRIVERS [WD80x3/SMC-ELITE, SMC-ULTRA, NE2000, 3C503, etc.]",NETWORKING DRIVERS,13342,395873
"8390 NETWORK DRIVERS [WD80x3/SMC-ELITE, SMC-ULTRA, NE2000, 3C503, etc.]",THE REST,13342,395873
9P FILE SYSTEM,9P FILE SYSTEM,15019,377465
9P FILE SYSTEM,DOCUMENTATION,161,5877
9P FILE SYSTEM,NETWORKING [GENERAL],7764,192487
9P FILE SYSTEM,THE REST,15019,377465
9P FILE SYSTEM,TRACING,174,5218
9P FILE SYSTEM,VIRTIO CORE AND NET DRIVERS,44,2041
A8293 MEDIA DRIVER,A8293 MEDIA DRIVER,175,4017
A8293 MEDIA DRIVER,MEDIA INPUT INFRASTRUCTURE (V4L/DVB),175,4017
A8293 MEDIA DRIVER,THE REST,175,4017
AACRAID SCSI RAID DRIVER,AACRAID SCSI RAID DRIVER,16961,471777
AACRAID SCSI RAID DRIVER,DOCUMENTATION,150,6849
AACRAID SCSI RAID DRIVER,SCSI SUBSYSTEM,16811,464928
AACRAID SCSI RAID DRIVER,THE REST,16961,471777
ABI/API,ABI/API,1851,65320
ABI/API,THE REST,1851,65320
"ABIT UGURU 1,2 HARDWARE MONITOR DRIVER","ABIT UGURU 1,2 HARDWARE MONITOR DRIVER",1650,53787
"ABIT UGURU 1,2 HARDWARE MONITOR DRIVER",HARDWARE MONITORING,1650,53787
"ABIT UGURU 1,2 HARDWARE MONITOR DRIVER",THE REST,1650,53787
ABIT UGURU 3 HARDWARE MONITOR DRIVER,ABIT UGURU 3 HARDWARE MONITOR DRIVER,1321,41776
ABIT UGURU 3 HARDWARE MONITOR DRIVER,HARDWARE MONITORING,1321,41776
ABIT UGURU 3 HARDWARE MONITOR DRIVER,THE REST,1321,41776
ACCES 104-DIO-48E GPIO DRIVER,ACCES 104-DIO-48E GPIO DRIVER,488,14605
ACCES 104-DIO-48E GPIO DRIVER,GPIO SUBSYSTEM,488,14605
ACCES 104-DIO-48E GPIO DRIVER,THE REST,488,14605
ACCES 104-IDI-48 GPIO DRIVER,ACCES 104-IDI-48 GPIO DRIVER,348,9573
ACCES 104-IDI-48 GPIO DRIVER,GPIO SUBSYSTEM,348,9573
ACCES 104-IDI-48 GPIO DRIVER,THE REST,348,9573
ACCES 104-IDIO-16 GPIO DRIVER,ACCES 104-IDIO-16 GPIO DRIVER,307,8428
ACCES 104-IDIO-16 GPIO DRIVER,GPIO SUBSYSTEM,307,8428
ACCES 104-IDIO-16 GPIO DRIVER,THE REST,307,8428
ACCES 104-QUAD-8 DRIVER,ACCES 104-QUAD-8 DRIVER,1536,46603
ACCES 104-QUAD-8 DRIVER,COUNTER SUBSYSTEM,1403,41496
ACCES 104-QUAD-8 DRIVER,IIO SUBSYSTEM AND DRIVERS,133,5107
ACCES 104-QUAD-8 DRIVER,THE REST,1536,46603
ACCES PCI-IDIO-16 GPIO DRIVER,ACCES PCI-IDIO-16 GPIO DRIVER,399,10760
ACCES PCI-IDIO-16 GPIO DRIVER,GPIO SUBSYSTEM,399,10760
ACCES PCI-IDIO-16 GPIO DRIVER,THE REST,399,10760
ACCES PCIe-IDIO-24 GPIO DRIVER,ACCES PCIe-IDIO-24 GPIO DRIVER,564,16258
ACCES PCIe-IDIO-24 GPIO DRIVER,GPIO SUBSYSTEM,564,16258
ACCES PCIe-IDIO-24 GPIO DRIVER,THE REST,564,16258
ACENIC DRIVER,ACENIC DRIVER,3982,102982
ACENIC DRIVER,NETWORKING DRIVERS,3982,102982
ACENIC DRIVER,THE REST,3982,102982
ACER ASPIRE ONE TEMPERATURE AND FAN DRIVER,ACER ASPIRE ONE TEMPERATURE AND FAN DRIVER,843,25072
ACER ASPIRE ONE TEMPERATURE AND FAN DRIVER,THE REST,843,25072
ACER ASPIRE ONE TEMPERATURE AND FAN DRIVER,X86 PLATFORM DRIVERS,843,25072
ACER WMI LAPTOP EXTRAS,ACER WMI LAPTOP EXTRAS,2358,56245
ACER WMI LAPTOP EXTRAS,THE REST,2358,56245
ACER WMI LAPTOP EXTRAS,X86 PLATFORM DRIVERS,2358,56245
ACPI,ACPI,180766,5004335
ACPI,ACPI APEI,5045,129405
ACPI,ACPI COMPONENT ARCHITECTURE (ACPICA),111512,3166134
ACPI,ACPI FAN DRIVER,427,10888
ACPI,ACPI FOR ARM64 (ACPI/arm64),2075,53652
ACPI,ACPI PMIC DRIVERS,2296,51475
ACPI,ACPI THERMAL DRIVER,1558,39361
ACPI,ACPI VIDEO DRIVER,2272,59333
ACPI,LIBNVDIMM: NON-VOLATILE MEMORY DEVICE SUBSYSTEM,4800,129741
ACPI,PCI SUBSYSTEM,6186,165979
ACPI,PNP SUPPORT,1318,35646
ACPI,PSTORE FILESYSTEM,1212,29048
ACPI,THE REST,180766,5004335
ACPI,X-POWERS AXP288 PMIC DRIVERS,308,6635
ACPI APEI,ACPI APEI,5045,129405
ACPI APEI,PSTORE FILESYSTEM,1212,29048
ACPI APEI,THE REST,5045,129405
ACPI COMPONENT ARCHITECTURE (ACPICA),ACPI COMPONENT ARCHITECTURE (ACPICA),111512,3166134
ACPI COMPONENT ARCHITECTURE (ACPICA),THE REST,111512,3166134
ACPI FAN DRIVER,ACPI FAN DRIVER,427,10888
ACPI FAN DRIVER,THE REST,427,10888
ACPI FOR ARM64 (ACPI/arm64),ACPI FOR ARM64 (ACPI/arm64),2075,53652
ACPI FOR ARM64 (ACPI/arm64),THE REST,2075,53652
ACPI I2C MULTI INSTANTIATE DRIVER,ACPI I2C MULTI INSTANTIATE DRIVER,202,5064
ACPI I2C MULTI INSTANTIATE DRIVER,THE REST,202,5064
ACPI I2C MULTI INSTANTIATE DRIVER,X86 PLATFORM DRIVERS,202,5064
ACPI PMIC DRIVERS,ACPI PMIC DRIVERS,2296,51475
ACPI PMIC DRIVERS,THE REST,2296,51475
ACPI PMIC DRIVERS,X-POWERS AXP288 PMIC DRIVERS,308,6635
ACPI THERMAL DRIVER,ACPI THERMAL DRIVER,1558,39361
ACPI THERMAL DRIVER,THE REST,1558,39361
ACPI VIDEO DRIVER,ACPI VIDEO DRIVER,2272,59333
ACPI VIDEO DRIVER,THE REST,2272,59333
ACPI WMI DRIVER,ACPI WMI DRIVER,1524,37913
ACPI WMI DRIVER,THE REST,1524,37913
ACPI WMI DRIVER,X86 PLATFORM DRIVERS,1451,36070
AD1889 ALSA SOUND DRIVER,AD1889 ALSA SOUND DRIVER,1234,34536
AD1889 ALSA SOUND DRIVER,SOUND,1234,34536
AD1889 ALSA SOUND DRIVER,THE REST,1234,34536
AD525X ANALOG DEVICES DIGITAL POTENTIOMETERS DRIVER,AD525X ANALOG DEVICES DIGITAL POTENTIOMETERS DRIVER,763,20621
AD525X ANALOG DEVICES DIGITAL POTENTIOMETERS DRIVER,CHAR and MISC DRIVERS,763,20621
AD525X ANALOG DEVICES DIGITAL POTENTIOMETERS DRIVER,THE REST,763,20621
AD5398 CURRENT REGULATOR DRIVER (AD5398/AD5821),AD5398 CURRENT REGULATOR DRIVER (AD5398/AD5821),279,6409
AD5398 CURRENT REGULATOR DRIVER (AD5398/AD5821),THE REST,279,6409
