"c_representative","c_section","c_size"
"ACPI","ACPI",16951
"ACPI","POWER MANAGEMENT",5326
"AMD IOMMU","AMD IOMMU",6219
"ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE","ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE",25244
"CPU POOLS","CPU POOLS",784
"DEVICE TREE","DEVICE TREE",5700
"EVENT CHANNELS (FIFO-BASED ABI)","EVENT CHANNELS (FIFO-BASED ABI)",697
"INTEL(R) VT FOR DIRECTED I/O (VT-D)","INTEL(R) VT FOR DIRECTED I/O (VT-D)",6868
"IOMMU VENDOR INDEPENDENT CODE","IOMMU VENDOR INDEPENDENT CODE",3012
"QEMU UPSTREAM","QEMU UPSTREAM",0
"QEMU-DM","QEMU-DM",0
"SCHEDULING","ARINC653 SCHEDULER",865
"SCHEDULING","SCHEDULING",8111
"SEABIOS UPSTREAM","SEABIOS UPSTREAM",0
"STUB DOMAINS","MINI-OS",22299
"STUB DOMAINS","STUB DOMAINS",27095
"STUB DOMAINS","VTPM",9929
"TOOLSTACK","GDBSX DEBUGGER",2888
"TOOLSTACK","KDD DEBUGGER",2211
"TOOLSTACK","OCAML TOOLS",11211
"TOOLSTACK","REMUS",6057
"TOOLSTACK","TOOLSTACK",379198
"TOOLSTACK","X86 MEMORY SHARING AND PAGING",3952
"TOOLSTACK","XENTRACE",3580
"TOOLSTACK","XSM/FLASK",16096
"TRANSCENDENT MEMORY (TMEM)","TRANSCENDENT MEMORY (TMEM)",4306
"UNMODIFIED LINUX PV DRIVERS","UNMODIFIED LINUX PV DRIVERS",1775
"USB PV DRIVERS","USB PV DRIVERS",0
"X86 ARCHITECTURE","AMD SVM",5833
"X86 ARCHITECTURE","EFI",6162
"X86 ARCHITECTURE","INTEL(R) TRUSTED EXECUTION TECHNOLOGY (TXT)",702
"X86 ARCHITECTURE","INTEL(R) VT FOR X86 (VT-X)",10276
"X86 ARCHITECTURE","KEXEC",408
"X86 ARCHITECTURE","MACHINE CHECK (MCA) & RAS",5358
"X86 ARCHITECTURE","X86 ARCHITECTURE",144228
"X86 ARCHITECTURE","X86 MEMORY MANAGEMENT",20580
