from,to,lines,size
ARM Machines - ARM ACPI Subsystem,ARM Machines - ARM ACPI Subsystem,852,30237
ARM Machines - ARM ACPI Subsystem,ARM Machines - Virt,852,30237
ARM Machines - ARM ACPI Subsystem,Devices - ACPI/SMBIOS,852,30237
ARM Machines - ARM ACPI Subsystem,General Project Administration - All patches CC here,852,30237
ARM Machines - ARM ACPI Subsystem,Guest CPU cores (TCG) - ARM TCG CPUs,852,30237
ARM Machines - ARM PrimeCell and CMSDK devices,ARM Machines - ARM PrimeCell and CMSDK devices,9376,268518
ARM Machines - ARM PrimeCell and CMSDK devices,Devices - Character devices,842,23433
ARM Machines - ARM PrimeCell and CMSDK devices,Devices - SSI,316,8996
ARM Machines - ARM PrimeCell and CMSDK devices,General Project Administration - All patches CC here,9376,268518
ARM Machines - ARM cores,ARM Machines - ARM cores,17200,551211
ARM Machines - ARM cores,ARM Machines - MPS2,230,8106
ARM Machines - ARM cores,General Project Administration - All patches CC here,17200,551211
ARM Machines - ARM cores,Subsystems - qtest,1090,29231
ARM Machines - ASPEED BMCs,ARM Machines - ASPEED BMCs,11745,379442
ARM Machines - ASPEED BMCs,Devices - Network devices,1420,43556
ARM Machines - ASPEED BMCs,Devices - SSI,1465,49327
ARM Machines - ASPEED BMCs,General Project Administration - All patches CC here,11745,379442
ARM Machines - ASPEED BMCs,Guest CPU cores (TCG) - ARM TCG CPUs,1855,68512
ARM Machines - Allwinner-a10,ARM Machines - Allwinner-a10,6393,206584
ARM Machines - Allwinner-a10,ARM Machines - Allwinner-h3,1596,54846
ARM Machines - Allwinner-a10,Devices - Network devices,1702,54033
ARM Machines - Allwinner-a10,General Project Administration - All patches CC here,6393,206584
ARM Machines - Allwinner-a10,Guest CPU cores (TCG) - ARM TCG CPUs,770,29414
ARM Machines - Allwinner-h3,ARM Machines - Allwinner-h3,1987,68685
ARM Machines - Allwinner-h3,General Project Administration - All patches CC here,1987,68685
ARM Machines - Allwinner-h3,Guest CPU cores (TCG) - ARM TCG CPUs,587,23121
ARM Machines - Calxeda Highbank,ARM Machines - Calxeda Highbank,908,30169
ARM Machines - Calxeda Highbank,Devices - Network devices,443,15258
ARM Machines - Calxeda Highbank,General Project Administration - All patches CC here,908,30169
ARM Machines - Calxeda Highbank,Guest CPU cores (TCG) - ARM TCG CPUs,465,14911
ARM Machines - Canon DIGIC,ARM Machines - Canon DIGIC,825,22888
ARM Machines - Canon DIGIC,Build and test automation - Acceptance (Integration) Testing with the Avocado framework,35,1216
ARM Machines - Canon DIGIC,Devices - Character devices,202,5162
ARM Machines - Canon DIGIC,General Project Administration - All patches CC here,825,22888
ARM Machines - Canon DIGIC,Guest CPU cores (TCG) - ARM TCG CPUs,263,7606
ARM Machines - Emcraft M2S-FG484,ARM Machines - Emcraft M2S-FG484,107,4040
ARM Machines - Emcraft M2S-FG484,General Project Administration - All patches CC here,107,4040
ARM Machines - Emcraft M2S-FG484,Guest CPU cores (TCG) - ARM TCG CPUs,107,4040
ARM Machines - Exynos,ARM Machines - Exynos,8390,278464
ARM Machines - Exynos,Devices - Character devices,732,22032
ARM Machines - Exynos,General Project Administration - All patches CC here,8390,278464
ARM Machines - Exynos,Guest CPU cores (TCG) - ARM TCG CPUs,708,25612
ARM Machines - Goldfish RTC,ARM Machines - Goldfish RTC,343,10006
ARM Machines - Goldfish RTC,General Project Administration - All patches CC here,343,10006
ARM Machines - Gumstix,ARM Machines - Gumstix,168,4673
ARM Machines - Gumstix,General Project Administration - All patches CC here,168,4673
ARM Machines - Gumstix,Guest CPU cores (TCG) - ARM TCG CPUs,147,4203
ARM Machines - Integrator CP,ARM Machines - Integrator CP,978,29533
ARM Machines - Integrator CP,Build and test automation - Acceptance (Integration) Testing with the Avocado framework,99,3709
ARM Machines - Integrator CP,General Project Administration - All patches CC here,978,29533
ARM Machines - Integrator CP,Guest CPU cores (TCG) - ARM TCG CPUs,744,22032
ARM Machines - MCIMX6UL EVK / i.MX6ul,ARM Machines - MCIMX6UL EVK / i.MX6ul,2232,68952
ARM Machines - MCIMX6UL EVK / i.MX6ul,General Project Administration - All patches CC here,2232,68952
ARM Machines - MCIMX6UL EVK / i.MX6ul,Guest CPU cores (TCG) - ARM TCG CPUs,715,22752
ARM Machines - MCIMX7D SABRE / i.MX7,ARM Machines - MCIMX7D SABRE / i.MX7,2456,75395
ARM Machines - MCIMX7D SABRE / i.MX7,General Project Administration - All patches CC here,2456,75395
ARM Machines - MCIMX7D SABRE / i.MX7,Guest CPU cores (TCG) - ARM TCG CPUs,661,20709
ARM Machines - MPS2,ARM Machines - MPS2,5560,186295
ARM Machines - MPS2,General Project Administration - All patches CC here,5560,186295
ARM Machines - MPS2,Guest CPU cores (TCG) - ARM TCG CPUs,2417,94626
ARM Machines - Musca,ARM Machines - Musca,697,25249
ARM Machines - Musca,General Project Administration - All patches CC here,697,25249
ARM Machines - Musca,Guest CPU cores (TCG) - ARM TCG CPUs,666,24539
ARM Machines - Musicpal,ARM Machines - Musicpal,1781,50275
ARM Machines - Musicpal,General Project Administration - All patches CC here,1781,50275
ARM Machines - Musicpal,Guest CPU cores (TCG) - ARM TCG CPUs,1762,49847
ARM Machines - NRF51,ARM Machines - NRF51,3184,92406
ARM Machines - NRF51,Devices - Character devices,334,8646
ARM Machines - NRF51,General Project Administration - All patches CC here,3184,92406
ARM Machines - NRF51,Guest CPU cores (TCG) - ARM TCG CPUs,311,10014
ARM Machines - NRF51,Subsystems - qtest,507,18362
ARM Machines - Netduino 2,ARM Machines - Netduino 2,62,2286
ARM Machines - Netduino 2,General Project Administration - All patches CC here,62,2286
ARM Machines - Netduino 2,Guest CPU cores (TCG) - ARM TCG CPUs,62,2286
ARM Machines - Netduino Plus 2,ARM Machines - Netduino Plus 2,62,2288
ARM Machines - Netduino Plus 2,General Project Administration - All patches CC here,62,2288
ARM Machines - Netduino Plus 2,Guest CPU cores (TCG) - ARM TCG CPUs,62,2288
ARM Machines - Nuvoton NPCM7xx,ARM Machines - Nuvoton NPCM7xx,6080,195265
ARM Machines - Nuvoton NPCM7xx,Devices - ACPI/SMBIOS,84,2356
ARM Machines - Nuvoton NPCM7xx,Devices - SSI,572,17972
ARM Machines - Nuvoton NPCM7xx,General Project Administration - All patches CC here,6080,195265
ARM Machines - Nuvoton NPCM7xx,Guest CPU cores (TCG) - ARM TCG CPUs,849,32306
ARM Machines - Nuvoton NPCM7xx,Subsystems - qtest,1550,49701
ARM Machines - PXA2XX,ARM Machines - PXA2XX,11100,322118
ARM Machines - PXA2XX,General Project Administration - All patches CC here,11100,322118
ARM Machines - PXA2XX,Guest CPU cores (TCG) - ARM TCG CPUs,5232,158352
ARM Machines - Palm,ARM Machines - Palm,1638,46526
ARM Machines - Palm,ARM Machines - nSeries,41,1200
ARM Machines - Palm,General Project Administration - All patches CC here,1638,46526
ARM Machines - Palm,Guest CPU cores (TCG) - ARM TCG CPUs,321,10594
ARM Machines - Raspberry Pi,ARM Machines - Raspberry Pi,8114,240207
ARM Machines - Raspberry Pi,Devices - Character devices,320,9024
ARM Machines - Raspberry Pi,General Project Administration - All patches CC here,8114,240207
ARM Machines - Raspberry Pi,Guest CPU cores (TCG) - ARM TCG CPUs,1053,37803
ARM Machines - Real View,ARM Machines - Real View,754,23741
ARM Machines - Real View,General Project Administration - All patches CC here,754,23741
ARM Machines - Real View,Guest CPU cores (TCG) - ARM TCG CPUs,469,15613
ARM Machines - SABRELITE / i.MX6,ARM Machines - SABRELITE / i.MX6,3266,98280
ARM Machines - SABRELITE / i.MX6,ARM Machines - i.MX31 (kzm),563,14869
ARM Machines - SABRELITE / i.MX6,Devices - SSI,459,12327
ARM Machines - SABRELITE / i.MX6,Devices - USB,279,7352
ARM Machines - SABRELITE / i.MX6,General Project Administration - All patches CC here,3266,98280
ARM Machines - SABRELITE / i.MX6,Guest CPU cores (TCG) - ARM TCG CPUs,594,20857
ARM Machines - SBSA-REF,ARM Machines - SBSA-REF,888,30446
ARM Machines - SBSA-REF,General Project Administration - All patches CC here,888,30446
ARM Machines - SBSA-REF,Guest CPU cores (TCG) - ARM TCG CPUs,856,29202
ARM Machines - STM32F205,ARM Machines - STM32F205,2149,67165
ARM Machines - STM32F205,Devices - Character devices,242,7301
ARM Machines - STM32F205,Devices - SSI,226,7511
ARM Machines - STM32F205,General Project Administration - All patches CC here,2149,67165
ARM Machines - STM32F205,Guest CPU cores (TCG) - ARM TCG CPUs,203,7346
ARM Machines - STM32F405,ARM Machines - STM32F405,639,22659
ARM Machines - STM32F405,General Project Administration - All patches CC here,639,22659
ARM Machines - STM32F405,Guest CPU cores (TCG) - ARM TCG CPUs,280,11618
ARM Machines - Sharp SL-5500 (Collie) PDA,ARM Machines - Sharp SL-5500 (Collie) PDA,1825,48645
ARM Machines - Sharp SL-5500 (Collie) PDA,General Project Administration - All patches CC here,1825,48645
ARM Machines - Sharp SL-5500 (Collie) PDA,Guest CPU cores (TCG) - ARM TCG CPUs,1809,48308
ARM Machines - SmartFusion2,ARM Machines - SmartFusion2,2038,61811
ARM Machines - SmartFusion2,Devices - Network devices,642,19523
ARM Machines - SmartFusion2,Devices - SSI,422,12194
ARM Machines - SmartFusion2,General Project Administration - All patches CC here,2038,61811
ARM Machines - SmartFusion2,Guest CPU cores (TCG) - ARM TCG CPUs,243,8988
ARM Machines - Stellaris,ARM Machines - Stellaris,2226,64158
ARM Machines - Stellaris,Devices - Network devices,526,15374
ARM Machines - Stellaris,General Project Administration - All patches CC here,2226,64158
ARM Machines - Stellaris,Guest CPU cores (TCG) - ARM TCG CPUs,1563,45343
